id,What is your gender?,How old are you?,How would you describe your VISUAL imagery vividness on a scale from 0-10?,How long did you view the Ganzflicker?,Did you view the Ganzflicker with the lights in the room turned off?,Did you view the Ganzflicker on a computer or mobile phone?,How did you find the experience emotionally?,"Did you see anything in the Ganzflicker? If not, confirm by answering ""no"" and then skip to the next section.",Please describe as much as you can remember about what you saw in the Ganzflicker:,About how long did it take before images started to emerge?,About how frequently did you experience images?,"If you saw images, how intense were they?","If you saw images, how long did a single image last?",How did your normal state of consciousness change during the experience?,"If you felt a change in your state of consciousness, please describe how you felt in more detail:","If you saw images, where did they tend to appear on the screen?",screen_the_of_to,red_colors_blue_black,shapes_geometric_patterns_and,flashing_light_flashes_of,it_was_felt_me,lines_patterns_and_vertical,my_eyes_closed_vision,face_faces_saw_and,spinning_spirals_rotating_clockwise,stars_galaxies_galaxy_star,tunnel_through_going_train,dots_spots_some_dark,minutes_for_this_seconds,fractals_fractal_kaleidoscope_patterns,images_were_these_no,noise_white_the_music,forest_trees_tree_the,water_clouds_ocean_surface,space_through_flying_like,spider_web_spiderwebs_webs,eye_an_one_eyes,city_buildings_building_cityscape,nothing_much_not_else,hallway_door_corridor_room,fire_fireworks_flames_explosions,flowers_flower_blooming_lotus,butterfly_wings_butterflies_shadows,trippy_good_hhh_lol,vividness_bin
4251,Male,47,9,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Complex environments (e.g., cityscapes, forests)","Warm, vivid colours. Imagery. In the center of the screen.",They began to emerge immediately,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the center,0.229542455,0.059152704,0.080585256,0.144430936,0.073748759,0.056018594,0.232353238,0.036548567,0.050408982,0.0247938,0.025476885,0.025601577,0.077530193,1.02E-50,0.082578145,0.025515443,0.026932032,0.029251263,0.027648406,8.65E-53,0.085907564,0.031140625,0.066600041,0.028945562,0.027104673,0.02097378,0.026919358,0.059237178,10-Aug
4262,Female,31,9,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex environments (e.g., cityscapes, forests), the ocean at night",wavering moonlight on the ocean in the dark,1-2 minutes,Constantly,Clear and moderately vivid,"The water was moving, but it was one image.","As if in a dreamlike state, anxious",,All over the screen,4.56E-70,3.91E-71,5.21E-70,5.14E-70,2.25E-70,1.96E-70,5.07E-70,2.62E-70,7.48E-70,2.31E-67,1.85E-68,3.20E-71,2.10E-70,7.42E-72,2.64E-70,2.16E-70,0.1620631,0.462796046,2.39E-68,1.55E-72,2.59E-70,0.147475434,1.98E-70,1.95E-68,4.52E-70,9.09E-72,2.68E-70,1.81E-70,10-Aug
4277,Female,16,9,Longer than 10min.,Yes,Computer,"Enjoyable, didn't want it to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","Weird eyes, dragons spiralling across the screen, strange but intricate patterns around the edge of the screen, a green fire thing along the edges of the screen whenever I blinked, rainbows, strange patterns and shapes, screen getting bigger and bigger until it fully consumed my vision for a few seconds, the room started shaking, heard waves briefly and also random songs",A few seconds,Constantly,"Clear, vivid, and/or bright",1-2 seconds,"Became relaxed or sleepy, As if in a dreamlike state, Felt transported to another place, Lost a sense of time, Lost a sense of space","In a trance-like state, really calm but no sense of time at all, felt like I had been watching for nearly 10 minutes when I actually only had for about 2, or the other ear around (did this thing multiple times), felt like the lights were consuming me and surrounding me but not in a distressing way",All over the screen,0.074002268,9.45E-14,0.075693008,0.059452641,0.020650295,0.023891711,0.054868412,0.022911833,0.050766546,0.024591055,0.021526913,1.37E-13,0.02083373,7.68E-21,0.025551594,0.019778609,0.021657131,0.024042908,0.023835313,4.21E-22,0.025080733,0.022404581,0.018926204,0.022813298,0.027577848,3.38E-20,0.023292584,0.017225641,10-Aug
4279,Female,26,9,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",Weird moving shapes with beams and balls of light of blue and red in colour,1-2 minutes,Constantly,"Clear, but not vivid","Constant, morphing from one image to the next","As if in a dreamlike state, Lost a sense of time",I felt I wanted to see more but if I focused too hard the shapes would get less vivid. Also I only lasted 5 mins and my screen turned off mid way which disturbed the experience! My bad,All over the screen,0.05487662,0.028896987,0.089016546,0.122375152,0.021373276,0.059818204,0.054564406,0.024369935,0.056204405,0.028070828,0.022599818,0.048140394,0.021541439,4.21E-11,0.026024204,0.020573392,0.024101666,0.027846541,0.025529013,4.43E-13,0.026214629,0.02438135,0.019955633,0.023528714,0.037897846,2.37E-09,0.026736202,0.01833685,10-Aug
4284,Male,51,9,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,Colors other than red and black,"what appeared to be my own face reflected,but with my one single eye in middle of my forehead.",1-2 minutes,1 or 2 times in the whole experience,"Clear, but not vivid",Brief moment or flash,"No change, fully alert in the here and now",,In the periphery,0.038614846,0,0,0.02804321,0.019951349,0,0.042585025,0.044358237,0,0,0,0,0.018257179,0,0,0.015478841,0,0,0,0,0.035064015,0,0.01772761,0,0,0,0.017788858,0.01517186,10-Aug
4325,Male,40,9,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","whitish bluish rotating triangles in the center of screen, red black and blue flickering, ",1-2 minutes,"Frequently, Constantly","Clear, but not vivid",,"No change, fully alert in the here and now, As if in a dreamlike state",,In the center,0.999724386,2.56E-06,1.28E-05,4.41E-05,1.81E-05,5.88E-06,4.72E-05,7.84E-06,9.90E-06,4.83E-06,4.45E-06,1.94E-06,1.83E-05,6.21E-07,7.73E-06,7.97E-06,4.58E-06,4.96E-06,4.82E-06,1.65E-07,1.19E-05,4.63E-06,1.66E-05,4.70E-06,5.57E-06,4.84E-07,7.63E-06,1.53E-05,10-Aug
4333,Female,67,9,Didn't time it,No,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, blossoming flower-like object in center of screen","Within first few minutes, started noticing faint outlines of geometric and somewhat shifting shapes (like fractals), a few minutes later started seeing the kind of blossoming flower or opening portal effect and a few minutes after that, started noticing different colors. Also intermittently appeared as though the entire screen was swirling to the right --- kind of like a whirlpool --- more often it appeared to be throbbing",1-2 minutes,Slowly began noticing and then continuous,Clear and moderately vivid,"Constant, morphing from one image to the next",Initially i was simply curious/attentive but eventually started to feel a  bit like i do when i have meditating,"Kind of a transcendent feeling - many decades ago I had 15 to 20 experiences with hallucinogenic substances and I would say I periodically felt a bit ""psychedelic"" while watching the 10 or so minutes of display, increased over time (though easily lost if i started overthinking!)","The more defined ones (e.g., blossoming flower) in middle of screen; geometric shapes/colors pretty much all over the screen",0.970983091,0.044569961,0.061440436,0.065682548,0.014895865,0.04116145,0.038017528,0.018047316,0.035347092,0.017759597,0.015128416,0.032132718,0.015020817,1.06E-28,0.020013614,0.014053572,0.017183503,0.019619599,0.017001863,2.18E-29,0.019410481,0.017633336,0.01412502,0.016201412,0.025469186,0.023445442,0.019501678,0.012859774,10-Aug
14,Male,50,10,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","
Dark gray Hexagonal lattice appeared on screen occasionally.  Flashing Red, Pink, Black background with white sometimes in center.",1-2 minutes,Frequently,"Clear, but not vivid, Clear and moderately vivid, Clear, vivid, and/or bright",Brief moment or flash,"As if in a dreamlike state, Lost a sense of time","Surprisingly comfortable most of the time.  At about 10 minutes I started feeling a little nauseated and wanted to stop, so I stopped.",In the center,0.058549309,0.024617422,0.134404422,0.999999998,0.022303807,0.072204741,0.052099087,0.029044625,0.072370248,0.031781871,0.025711147,0.03962157,0.02288099,0,0.028421362,0.021054309,0.025564143,0.027787653,0.027343667,0,0.027616994,0.027468805,0.021806538,0.026156031,0.031780554,0,0.033057096,0.02020537,10-Aug
24,Male,21,10,Didn't time it,Yes,laptop,"Somewhat enjoyable, but easy to stop",the entire screen took form as a golden plate and images of the beach and letters and wwords appeared,"1 min or so in, I'm seeing the changing black and red frames neither slowing or increasing at that point. but then the image took the form of a solid golden tablet like shape, and words started flying across it with a scenery in the background that resembled a beach. that was through my eyes what I was seeing off of the screen, but I was thinking of mental images of what it would look like if I met the people who made this experiment. i saw my self shaking my hands with him or her then my attention went back to the screen and the image disappeared and it went back to flashing again.  i then proceeded to exit the window while hearing small giggling noises in my room. I'm pretty sure those were mental audio clips stored in my head since it is 11 pm and everyone is downstairs sleeping.",of course they began before i even watched the Ganzfeld,"Constantly, to be honest two images were showing at once, this is no lie",Clear and moderately vivid,"Constant, morphing from one image to the next","As if in a dreamlike state, Felt transported to another place, Lost a sense of space",my eyes were relaxing into a dream like state where the focus as less in the physical and more on the mental. in all honesty i began focusing on possible outcomes of the future. I'm pretty used to mental time travel as it became almost like a habit on a daily basis,,0.999999997,0.014362066,0.025018154,0.176574518,0.204846193,0.016523347,0.51311137,0.01121023,0.017792483,0.009190089,0.010623846,0.007688215,0.180818302,0.012843595,0.011833691,0.069580167,0.010203912,0.010860115,0.011330491,0.005127356,0.011776021,0.010467951,0.053834113,0.011669733,0.009665207,0.007377849,0.009098572,0.049249866,10-Aug
36,,,10,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","I started seeing green and blue, then beige/tan colors about 3-4 minutes in. Spiderweb-type designs, mandala/kaleidoscope designs all over the screen. A lot of focus on the center, looked like an iris of an eye, small white sphere in the center and webs coming off in every direction",1-2 minutes,Frequently,Clear and moderately vivid,"1-2 seconds, Persisting several seconds","No change, fully alert in the here and now, Became relaxed or sleepy","I was mostly alert and normal, not much change, but as it went on and I got to defocus my eyes a bit it was quite relaxing","In the center, All over the screen",0.005412699,0.680981985,0.007354287,0.008916688,0.004073226,0.005423032,0.929429508,0.00232612,0.004428465,0.002223224,0.002011822,0.004232849,0.004050103,0.002421389,0.002479398,0.002047126,0.002260449,0.002415421,0.002173752,0.757557317,0.002484303,0.002238155,0.002035449,0.002116826,0.002785393,0.001651723,0.002406866,0.001899796,10-Aug
37,Female,28,10,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on",Colors other than red and black,the edges of the screen slowly felt like they were becoming darker with more black as time went on and i startedseeing hues of orange where the black hit the rid during the flicker,1-2 minutes,Frequently,Clear and moderately vivid,Brief moment or flash,Became relaxed or sleepy,it made me calm inside but my brow was furrowed from the light,,0.999999996,8.65E-12,4.35E-11,1.49E-10,6.47E-11,2.02E-11,1.71E-10,2.75E-11,3.42E-11,1.67E-11,1.56E-11,6.47E-12,6.53E-11,2.13E-12,2.73E-11,2.85E-11,1.60E-11,1.73E-11,1.69E-11,5.63E-13,4.21E-11,1.62E-11,5.88E-11,1.66E-11,1.92E-11,1.67E-12,2.63E-11,5.39E-11,10-Aug
49,,,10,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","rapid movement of lines, shapes and circles ",1-2 minutes,Infrequently,Clear and moderately vivid,1-2 seconds,"No change, fully alert in the here and now",,All over the screen,0.000388792,1.32E-06,0.000402407,0.000412385,0.000154437,0.000111601,0.000362335,0.000191805,0.614875365,0.000840939,0.000683261,1.76E-06,0.000161819,6.10E-08,0.000197559,0.000143696,0.000659092,0.000732058,0.00073702,9.94E-09,0.000191927,0.000722066,0.000152045,0.000695574,0.000266254,7.22E-08,0.000212259,0.000139811,10-Aug
94,Male,28,10,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","A ball made of smaller balls rotating in the centre. Dali style tessellations of birds, butterflies and arrows",A few seconds,"Frequently, Constantly",Clear and moderately vivid,"Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.037503241,0.038475802,0.071974834,0.075148736,0.01490153,0.044020819,0.035611932,0.018157144,0.058997331,0.025809141,0.017858389,0.025576163,0.015119194,0.022566198,0.0180314,0.014211117,0.017407573,0.02011797,0.019987218,3.46E-92,0.018041753,0.018206934,0.014115894,0.017788971,0.024710073,0.021666915,0.999999997,0.013039787,10-Aug
96,Female,43,10,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",A big chessboard,A few seconds,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.034344374,0.036193423,0.08256866,0.057300816,0.01331325,0.044106496,0.031241384,0.016646835,0.039065572,0.017992313,0.014938489,0.025216722,0.013689301,5.43E-05,0.01734084,0.012622662,0.015314363,0.016557602,0.015959478,6.02E-14,0.016374661,0.016406322,0.013059424,0.015397421,0.019525677,0.019017576,0.019015774,0.01208468,10-Aug
111,Male,58,10,10min.,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests), Stories over the course of the universe playing out.","A cascade of storyboards like images playing out the evolution  of the cosmos. Star birth, black hole transformation, dark matter raising the cosmos.species raise and fall. Stories offered and picked as I went. 

Yes intense and useful tool.",They began to emerge immediately,"Constantly, Some time lapsed ","Very vivid, almost real, or popping out of the screen, Screen varnished ","Constant, morphing from one image to the next","As if in a dreamlike state, Felt transported to another place, Lost a sense of time, Lost a sense of space, View from above and surrounding me 3 d at times and tunnel vision",Possible to seek stories perhaps with more time.,All over the screen,0.142588199,0.031706418,0.062301472,0.083151298,0.106427137,0.037704407,0.137866961,0.066785903,0.042954602,0.875204587,0.022031604,0.018217908,0.07987934,0.025286424,0.071335849,0.062930463,0.02406194,0.02820398,0.029929991,3.37E-07,0.067406458,0.031868824,0.071047446,0.023609207,0.023478496,0.027562318,0.0457762,0.055597574,10-Aug
120,Female,55,10,10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex environments (e.g., cityscapes, forests)",a city lanscape,A few seconds,Constantly,"Clear, vivid, and/or bright",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,2.35E-18,2.70E-23,4.36E-19,2.04E-18,1.18E-18,1.41E-19,2.32E-18,1.59E-18,9.84E-17,0.051864772,0.058785746,2.92E-23,1.10E-18,2.03E-25,1.43E-18,1.07E-18,0.07888886,0.06505538,0.060778517,2.37E-26,1.32E-18,0.144080508,1.11E-18,0.065560541,2.44E-18,4.05E-25,1.46E-18,1.02E-18,10-Aug
121,Female,27,10,Less than 10min.,No,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","A coastal area with a castle built on a hillside, a river that ran between two cliffs in a canyon that towered above me, a monster's face, intricaye patterns, a skyscape at night",They began to emerge immediately,Constantly,"Clear, vivid, and/or bright","Persisting several seconds, Constant, morphing from one image to the next","Became relaxed or sleepy, As if in a dreamlike state, Felt transported to another place, Lost a sense of time",Like being caught up in a daydream,All over the screen,0.017744936,0.011808565,0.026857999,0.023385074,0.008892673,0.015156257,0.018721727,0.011886375,0.018976742,0.017796115,0.015337854,0.006820838,0.008184322,0.00997679,0.010562337,0.008325106,0.202102039,0.066433135,0.017739316,0.003643162,0.010299988,0.054499183,0.008016477,0.01660594,0.012953439,0.008238919,0.011700462,0.007364681,10-Aug
124,Male,27,10,Less than 10min.,No,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","A constantly shifting, yet sometimes stagnant rotation of different patterns. sometimes, a cross would form, other times it would seem as if the flicker formed a spiral-like pattern. sometimes it would even look like a checkerboard of red and black. mostly unpleasant to look at, but I don't like red personally. started to strain my eyes after two or so minutes.",They began to emerge immediately,Constantly,"Clear, vivid, and/or bright, Very vivid, almost real, or popping out of the screen","Persisting several seconds, Constant, morphing from one image to the next","No change, fully alert in the here and now","I didn't feel any different. I was focused in on observing the flicker. Not to say I don't ""go places"" in my normal daily thinking. Daydreams or thoughts are typically very vivid and consuming. Being tasked with looking into the flicker pulls me out of that. Hope this helps.",All over the screen,0.943634185,0.578828964,0.081156751,0.065708568,0.118483751,0.048688795,0.332876007,0.018173809,0.04234384,0.019617638,0.016685172,0.028118237,0.098717557,0.025011604,0.019781536,0.014655154,0.017029666,0.018367067,0.017884465,0.00159699,0.018590688,0.018108582,0.080602442,0.01728318,0.021403276,0.020384989,0.020117133,0.0689407,10-Aug
143,Male,17,10,Didn't time it,Yes,Mobile phone,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)",a face apeared and it started to deconstruct itself into the solar system there was a large spiral that overlaid itself over the solar system and the planets started to rotate adhering to the spiral which resembled the number 9 it combined into itself and created the image of a sunset on the ocean then it morphed into a big iron gate and then it morphed back into a face,They began to emerge immediately,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.021671225,0.01984881,0.036550177,0.034339037,0.009380872,0.022357528,0.022323704,0.012164903,0.027088726,0.020117687,0.012055821,0.011919835,0.009122734,4.53E-12,0.011678441,0.008831476,0.012571279,0.016386418,0.015716368,1.28E-15,0.011702388,0.013186887,0.008528546,0.012466954,0.017053246,2.18E-06,0.013145788,0.007773152,10-Aug
162,,,10,10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Complex objects (e.g., animals, faces, buildings)",Patterns of what looked like a man's face moving rapidly,A few seconds,Frequently,"Clear, but not vivid",Persisting several seconds,As if in a dreamlike state,I felt disoriented ,All over the screen,0,0,0,0,0,0,0,0.999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Aug
164,Female,29,10,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","started with a star pattern, then went into some lines, overall lots of fractal like images that would either appear and just grow the way fractals do around to the edge of the screen or it would rotate like a wheel in both directions, sometimes going from a flat circle to falling away from me so it would be more oblong, like a tire that fell over.  Reminded me a lot of what I see on the backs of my eyelids sometimes. I noticed that as time went on the pattern of a 5 pointed star became more complicated to something closer to a 12 pointed star. Patterns would be mostly symmetrical, but could move in asymmetrical ways- like if I saw two circle fractally shapes next to each other just outside the center of the screen, one may rotate and the other would fall over and then rotate off screen.  I said I saw other colors, mostly like oranges and the gradient that is between that red and black, so like I said - oranges, but then into browns and such.","A few seconds, 1-2 minutes",Constantly,Clear and moderately vivid,Persisting several seconds,Lost a sense of time,"it definitely made me pretty anxious at first, then I got more comfortable after calming myself. I found myself holding my breath and I had to make myself blink. I would say it was pretty close to hyper focus feeling, a bit meditative but not relaxed. [I have ADHD so the hyper focus is something I feel frequently] Also I felt like my heart rate increased at first and then mellowed some, but I think I've had enough caffeine today that it might be influenced by that a bit.","All over the screen, often start in center then move to a side",0.985827754,0.849151316,0.035777071,0.026949006,0.160497725,0.020276106,0.601235634,0.009149378,0.023173658,0.774566414,0.00906849,0.010264615,0.142693207,0.271409079,0.008975015,0.006891109,0.008673768,0.009522974,0.009629881,0.009184633,0.008419008,0.009436735,0.006881629,0.008866823,0.010359011,0.010073596,0.009915563,0.006388272,10-Aug
166,,,10,10min.,No,Computer,"Enjoyable, didn't want it to stop","Complex environments (e.g., cityscapes, forests), Complex 3D objects, moving through space, planets and comets.","It started with a pulse, like a speaker center, beating. It then started to turn and the area around started to churn counter clockwise to the beat. This split into two, where each center pulse started to fall deeper into the image, turning both into circling vortexes. The vortexes spun around like each other like a binary star circling, connected at the center giving each other matter to consume.

Moving into the image, it flies forward, around a mountain, into a valley, a town near the river, the river letting into a large lake, the lake deep, going into the lake, going into another vortex.

Moving down on a planet, landing in a forest, seeing the path from wizard of oz. 

Waves crashing, an ocean in a storm.","A few seconds, It started with pulsating shapes almost instantly, circles, balls, vortexes eating each other. Once the rythem ended, it opened up for the complex images after 2-3 min.",Constantly,"Very vivid, almost real, or popping out of the screen, Color of the image went through phases, and this caused the images to take on this constantly changing color. A castle was not grey brick, but multicolored pulsating blue, green, yellow, purple. ","Constant, morphing from one image to the next","As if in a dreamlike state, Lost a sense of time, Lost a sense of space","I felt unconnected to my body, I could not sense how long I was looking or how long each sound or image stayed. It felt very much like drifting into sleep when I am very sleepy.",All over the screen,0.046633393,0.013541841,0.086271016,0.050863064,0.019392365,0.026675973,0.044998657,0.022977601,0.86291013,0.123091526,0.06600598,0.007235274,0.019751664,0.012183458,0.023678851,0.206860627,0.956529794,0.999999997,0.077946768,0.004813643,0.022774502,0.064954277,0.018295956,0.063946508,0.02899341,0.006963148,0.024519188,0.016791377,10-Aug
178,Male,59,10,10min.,Yes,Computer,No feeling about it one way or the other,"Complex objects (e.g., animals, faces, buildings)","a group of words/ a phrase that was repeated over several lines; simultaneously there were lightning strikes, balls of light atop a mountain",A few seconds,Constantly,"Clear, but not vivid","Constant, morphing from one image to the next",Became relaxed or sleepy,no consciously recognizable difference,All over the screen,0.036554095,0.021556271,0.043494113,0.092601074,0.015050977,0.024363104,0.037591624,0.014796716,0.028936679,0.015044102,0.012070119,0.015179253,0.014973455,0.010830959,0.014977882,0.012688118,0.01328036,0.015520608,0.013677108,0.003895896,0.017000077,0.013168527,0.014010561,0.012544238,0.022332251,0.007426498,0.016500646,0.012929354,10-Aug
188,Female,47,10,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","A lot of blue color, blobs moving around on the screen.",1-2 minutes,Constantly,"Clear, but not vivid",1-2 seconds,"No change, fully alert in the here and now",,In the center,0.056428517,0.045460465,0.060639038,0.076897276,0.016726479,0.043300477,0.043629851,0.018568159,0.037686607,0.017999495,0.016296803,0.028809214,0.01712999,0.019868225,0.020830297,0.015947033,0.017055743,0.018515079,0.017670138,3.33E-53,0.020503906,0.017483919,0.015740449,0.017347078,0.021200264,0.019553301,0.018734918,0.01440768,10-Aug
202,Male,24,10,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex objects (e.g., animals, faces, buildings)",A lot of rotation and movement of shapes. Some faces,1-2 minutes,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,"No change, fully alert in the here and now",,"In the center, All over the screen",0.042492039,1.38E-05,0.136581303,0.041878067,0.017393978,0.034455753,0.039511259,0.999222775,0.062522043,0.024739146,0.020473038,9.28E-06,0.018195435,6.59E-06,0.023328386,0.016130788,0.019784136,0.021647814,0.021914658,2.04E-06,0.021453965,0.022433775,0.017334841,0.020852371,0.02307977,5.82E-06,0.024985288,0.015930404,10-Aug
220,Female,35,10,Less than 10min.,Yes,Mobile phone,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)",A person. A woman with a veil over here head. A monster morphing into something.  Winged creature. ,They began to emerge immediately,Constantly,"Clear, vivid, and/or bright","Persisting several seconds, Constant, morphing from one image to the next","Became relaxed or sleepy, As if in a dreamlike state, Felt transported to another place",Trapped. Triggered,"In the periphery, All over the screen",1.45E-05,3.27E-06,0.600555485,1.29E-05,7.01E-06,0.171004828,1.44E-05,0.999999997,8.95E-06,4.49E-06,4.71E-06,2.21E-06,6.67E-06,1.55E-06,8.35E-06,5.57E-06,5.31E-06,5.39E-06,5.04E-06,4.75E-07,1.08E-05,5.97E-06,6.74E-06,5.50E-06,4.87E-06,1.38E-06,0.390037291,5.87E-06,10-Aug
276,Male,33,10,Less than 10min.,No,Computer,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","A tunnel. But the tunnel began expanding, followed by fans of lasers converging to a point, and I could control the point. Then animals, specifically a tiger, vivid bright eyes that seemed to be staring directly at me. Then idk, the universe, space, some massive expanse of what looked like stars, swirling and rotating as if I was moving with great speed in it, a central point of rotation that was void of light or experience. More tunnels, tunnels that would expand rapidly back to the swirling universe, it felt massive and unending, shockingly real and deep. Like I was moving through it. I have a headache now as well.",They began to emerge immediately,Constantly,"Very vivid, almost real, or popping out of the screen","Constant, morphing from one image to the next","Felt transported to another place, Lost a sense of time, Lost a sense of space","Loss of body sensation, loss of ability to focus eyes, no peripheral vision. Felt like I was moving, travelling through the holes, in a rainforest with the tiger, mountains with the dragon. Lights, like candles or torches in the distance, followed by an immense feeling of scale, like I was incredibly insignificant in proportion to the massive swirling galaxies.",All over the screen,0.057587885,0.021313291,0.078995957,0.069972018,0.364825018,0.049939285,0.058930856,0.055725934,0.050452528,0.07955734,0.999999998,0.024343516,0.109498032,0.011508284,0.035202327,0.024647828,0.054882449,0.057589333,0.085173171,0.003815115,0.038991647,0.063556571,0.026887201,0.125170078,0.029285334,0.007193313,0.035256451,0.0240804,10-Aug
290,Female,32,10,10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)",A white person outline walking across the screen,"1-2 minutes, 5-7 minutes",Frequently,"Clear, vivid, and/or bright",1-2 seconds,"Became relaxed or sleepy, As if in a dreamlike state",,In the periphery,0.886240119,2.68E-06,5.99E-05,0.001262711,0.001200147,2.25E-05,0.003435835,0.0001008,6.33E-05,2.93E-05,2.85E-05,2.51E-06,0.001233716,3.05E-07,8.03E-05,0.000110844,2.71E-05,2.95E-05,3.04E-05,6.42E-08,0.000254437,2.83E-05,0.001085054,3.09E-05,3.10E-05,2.98E-07,9.37E-05,0.000980523,10-Aug
315,Female,50,10,10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","Aliens, voodoo man in top hat, bricks, woman, vlad the impaler, many men's faces, colors red, orange, pink, green, blue, black",1-2 minutes,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",Felt a floating dizzy sensation that was pleasant.,"Felt like I was moving, floating, but felt very safe although a bit off balance.",All over the screen,2.26E-06,5.48E-07,2.24E-06,2.17E-06,1.08E-06,1.10E-06,2.32E-06,0.999969046,1.50E-06,7.70E-07,7.82E-07,3.77E-07,1.03E-06,2.66E-07,1.34E-06,8.92E-07,9.15E-07,9.18E-07,8.42E-07,8.30E-08,1.78E-06,1.03E-06,1.03E-06,9.03E-07,8.40E-07,2.48E-07,2.77E-06,9.13E-07,10-Aug
